open_time,open,high,low,close,close_time,volume,signal,stop_loss,fill_status
2025-05-30 18:46:00,105748.5,105975.9,105748.4,105810.3,2025-05-30 18:46:59.999000,199.773,,,
2025-05-30 18:47:00,105810.2,105936.4,105810.2,105818.1,2025-05-30 18:47:59.999000,23.711,,,
2025-05-30 18:48:00,105821.8,105828.9,105811.9,105817.3,2025-05-30 18:48:59.999000,9.897,,,
2025-05-30 18:49:00,105818.9,106038.6,105818.1,105855.4,2025-05-30 18:49:59.999000,52.034,,,
2025-05-30 18:50:00,105855.4,105856.3,105821.7,105821.7,2025-05-30 18:50:59.999000,6.667,,,
2025-05-30 18:51:00,105821.7,105841.0,105759.1,105769.4,2025-05-30 18:51:59.999000,15.137,,,
2025-05-30 18:52:00,105772.9,105839.1,105766.8,105832.7,2025-05-30 18:52:59.999000,19.77,,,
2025-05-30 18:53:00,105827.5,105834.5,105798.6,105798.6,2025-05-30 18:53:59.999000,6.57,,,
2025-05-30 18:54:00,105801.7,105837.8,105755.8,105792.4,2025-05-30 18:54:59.999000,13.779,SELL,,F
2025-05-30 18:56:00,105767.9,105795.0,105766.8,105795.0,2025-05-30 18:56:59.999000,5.746,BUY,,F
2025-05-30 18:57:00,105795.0,106013.2,105794.2,105850.9,2025-05-30 18:57:59.999000,36.811,BUY,,F
2025-05-30 18:58:00,105851.2,105851.2,105808.1,105829.9,2025-05-30 18:58:59.999000,3.399,HOLD,,
2025-05-30 18:59:00,105829.9,105864.3,105829.9,105863.5,2025-05-30 18:59:59.999000,6.014,HOLD,,
2025-05-30 19:00:00,105863.5,105871.1,105782.0,105791.0,2025-05-30 19:00:59.999000,10.854,BUY,,F
2025-05-30 19:01:00,105790.9,105838.1,105784.7,105822.7,2025-05-30 19:01:59.999000,10.852,BUY,,F
2025-05-30 19:02:00,105822.7,105823.3,105799.6,105805.6,2025-05-30 19:02:59.999000,7.476,HOLD,,
2025-05-30 19:03:00,105804.8,105824.5,105804.8,105816.1,2025-05-30 19:03:59.999000,2.754,SELL,,F
2025-05-30 19:04:00,105816.2,105817.9,105811.9,105812.6,2025-05-30 19:04:59.999000,5.553,HOLD,,
2025-05-30 19:05:00,105812.6,105823.5,105792.5,105820.1,2025-05-30 19:05:59.999000,8.477,SELL,,F
