open_time,open,high,low,close,close_time,volume,signal,stop_loss,fill_status
2025-06-22 07:42:00,101193.4,101204.2,101141.9,101174.4,2025-06-22 07:42:59.999000,8.405,,,
2025-06-22 07:43:00,101174.4,101193.0,101153.4,101193.0,2025-06-22 07:43:59.999000,4.988,,,
2025-06-22 07:44:00,101189.3,101205.2,101167.3,101185.9,2025-06-22 07:44:59.999000,14.149,,,
2025-06-22 07:45:00,101185.9,101191.3,101119.5,101124.2,2025-06-22 07:45:59.999000,5.614,,,
2025-06-22 07:46:00,101124.2,101313.4,100913.4,101051.6,2025-06-22 07:46:59.999000,331.105,,,
2025-06-22 07:47:00,101051.6,101051.7,100999.2,101004.4,2025-06-22 07:47:59.999000,24.491,,,
2025-06-22 07:48:00,101004.4,101071.7,100869.2,101064.1,2025-06-22 07:48:59.999000,44.268,,,
2025-06-22 07:49:00,101062.3,101530.4,101039.1,101530.3,2025-06-22 07:49:59.999000,418.632,,,
2025-06-22 07:50:00,101530.3,101805.2,101505.0,101670.7,2025-06-22 07:50:59.999000,119.29,,,
2025-06-22 07:51:00,101628.8,101628.8,101457.1,101471.3,2025-06-22 07:51:59.999000,19.019,,,
2025-06-22 07:52:00,101467.6,101467.6,101399.9,101402.6,2025-06-22 07:52:59.999000,13.646,,,
2025-06-22 07:53:00,101402.5,101408.7,101379.9,101379.9,2025-06-22 07:53:59.999000,14.006,,,
2025-06-22 07:54:00,101379.9,101869.2,101378.3,101569.3,2025-06-22 07:54:59.999000,112.12,,,
2025-06-22 07:55:00,101569.3,101720.7,101566.2,101712.1,2025-06-22 07:55:59.999000,19.521,,,
2025-06-22 07:56:00,101708.9,101921.2,101708.9,101881.3,2025-06-22 07:56:59.999000,68.68,,,
2025-06-22 07:57:00,101881.3,103594.1,101864.6,102180.9,2025-06-22 07:57:59.999000,760.887,,,
2025-06-22 07:58:00,102185.0,102201.2,102133.4,102133.4,2025-06-22 07:58:59.999000,8.429,,,
2025-06-22 07:59:00,102133.4,102137.2,102064.9,102073.1,2025-06-22 07:59:59.999000,10.8,,,
2025-06-22 08:00:00,102073.1,103700.0,102072.0,102279.1,2025-06-22 08:00:59.999000,98.233,,,
2025-06-22 08:01:00,102279.1,102306.0,102276.7,102301.0,2025-06-22 08:01:59.999000,16.696,,,
2025-06-22 08:02:00,102301.0,102301.6,102192.9,102200.5,2025-06-22 08:02:59.999000,6.463,,,
2025-06-22 08:03:00,102200.5,102583.6,102200.4,102527.8,2025-06-22 08:03:59.999000,275.235,,,
2025-06-22 08:04:00,102527.8,102615.8,102525.1,102536.9,2025-06-22 08:04:59.999000,24.619,,,
2025-06-22 08:05:00,102525.9,102541.5,102312.9,102317.6,2025-06-22 08:05:59.999000,7.098,,,
2025-06-22 08:06:00,102308.4,102410.5,102301.9,102402.0,2025-06-22 08:06:59.999000,15.644,,,
2025-06-22 08:07:00,102402.0,102403.7,102290.4,102290.4,2025-06-22 08:07:59.999000,10.363,,,
2025-06-22 08:08:00,102290.5,102310.4,102138.5,102145.9,2025-06-22 08:08:59.999000,12.914,,,
2025-06-22 08:09:00,102138.5,102142.3,102054.9,102054.9,2025-06-22 08:09:59.999000,10.258,,,
2025-06-22 08:10:00,102054.6,102097.2,101883.8,101885.6,2025-06-22 08:10:59.999000,23.115,,,
2025-06-22 08:11:00,101883.8,101945.8,101880.9,101945.8,2025-06-22 08:11:59.999000,3.026,,,
2025-06-22 08:12:00,101945.9,101945.9,101897.9,101897.9,2025-06-22 08:12:59.999000,10.418,,,
2025-06-22 08:13:00,101897.9,101983.0,101888.1,101983.0,2025-06-22 08:13:59.999000,15.577,,,
2025-06-22 08:14:00,101986.4,101990.8,101960.5,101969.1,2025-06-22 08:14:59.999000,9.022,,,
2025-06-22 08:15:00,101969.1,102047.1,101968.5,102030.7,2025-06-22 08:15:59.999000,29.062,,,
2025-06-22 08:16:00,102025.7,102166.0,102018.1,102131.1,2025-06-22 08:16:59.999000,30.924,,,
2025-06-22 08:17:00,102131.1,102138.6,102036.0,102038.0,2025-06-22 08:17:59.999000,6.737,,,
2025-06-22 08:18:00,102037.9,102177.1,102036.0,102177.1,2025-06-22 08:18:59.999000,36.342,,,
2025-06-22 08:19:00,102177.1,102326.7,102171.3,102323.6,2025-06-22 08:19:59.999000,34.357,,,
2025-06-22 08:20:00,102326.6,102362.7,102323.5,102338.3,2025-06-22 08:20:59.999000,6.638,,,
2025-06-22 08:21:00,102338.3,102411.4,102325.8,102411.4,2025-06-22 08:21:59.999000,7.526,,,
2025-06-22 08:22:00,102411.4,102665.2,102409.5,102600.0,2025-06-22 08:22:59.999000,64.733,,,
2025-06-22 08:23:00,102599.5,102733.6,102594.7,102649.8,2025-06-22 08:23:59.999000,34.179,,,
2025-06-22 08:24:00,102649.9,102661.9,102605.8,102605.8,2025-06-22 08:24:59.999000,11.086,,,
2025-06-22 08:25:00,102611.8,102621.6,102483.2,102484.4,2025-06-22 08:25:59.999000,4.43,,,
2025-06-22 08:26:00,102483.2,102523.5,102392.6,102392.6,2025-06-22 08:26:59.999000,15.455,,,
2025-06-22 08:27:00,102392.6,102457.5,102376.8,102425.0,2025-06-22 08:27:59.999000,17.943,,,
2025-06-22 08:28:00,102425.0,102428.3,102382.3,102383.2,2025-06-22 08:28:59.999000,6.562,,,
2025-06-22 08:29:00,102383.1,102402.2,102383.1,102402.2,2025-06-22 08:29:59.999000,1.192,,,
2025-06-22 08:30:00,102402.1,102537.0,102398.0,102537.0,2025-06-22 08:30:59.999000,18.684,,,
2025-06-22 08:31:00,102531.5,102612.0,102530.1,102582.7,2025-06-22 08:31:59.999000,16.348,,,
2025-06-22 08:32:00,102587.9,102922.1,102576.7,102772.0,2025-06-22 08:32:59.999000,78.649,,,
2025-06-22 08:33:00,102772.0,102924.9,102749.9,102911.9,2025-06-22 08:33:59.999000,24.418,,,
2025-06-22 08:34:00,102911.9,103090.9,102882.0,103065.3,2025-06-22 08:34:59.999000,121.397,,,
2025-06-22 08:35:00,103063.9,103082.1,103052.6,103074.8,2025-06-22 08:35:59.999000,13.85,,,
2025-06-22 08:36:00,103081.0,103160.0,103072.4,103159.9,2025-06-22 08:36:59.999000,10.761,,,
2025-06-22 08:37:00,103159.9,103435.3,103129.0,103214.7,2025-06-22 08:37:59.999000,51.829,,,
2025-06-22 08:38:00,103214.7,103215.5,103063.0,103082.7,2025-06-22 08:38:59.999000,7.08,,,
2025-06-22 08:39:00,103077.7,103104.6,102911.2,102923.4,2025-06-22 08:39:59.999000,18.56,,,
2025-06-22 08:40:00,102919.6,102974.3,102904.9,102974.3,2025-06-22 08:40:59.999000,10.827,,,
2025-06-22 08:41:00,102974.3,103125.7,102972.9,102974.2,2025-06-22 08:41:59.999000,35.033,,,
